,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-02-0047-01_NON_BRCA,order
8147,LRP3,ENSG00000130881.13,hsa:4037,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,5.3027,3.546145367599535
8148,SLC7A10,ENSG00000130876.11,hsa:56301,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.9191,-4.467469373941651
8149,SLC7A10,ENSG00000130876.11,hsa:56301,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,0.9191,-4.467469373941651
8150,CEBPA,ENSG00000245848.2,hsa:1050,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.0207,3.241903272780688
8151,CEBPA,ENSG00000245848.2,hsa:1050,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,4.0207,3.241903272780688
8152,CHST8,ENSG00000124302.12,hsa:64377,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.8327,-3.3392809609765655
8153,CHST8,ENSG00000124302.12,hsa:64377,1000,Genes and Proteins,Protein families: metabolism,Enzymes,0.8327,-3.3392809609765655
8154,CHST8,ENSG00000124302.12,hsa:64377,1003,Genes and Proteins,Protein families: metabolism,Glycosyltransferases,0.8327,-3.3392809609765655
8155,KCTD15,ENSG00000153885.14,hsa:79047,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.6566,3.1997277408891827
8156,KCTD15,ENSG00000153885.14,hsa:79047,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,4.6566,3.1997277408891827
8157,WTIP,ENSG00000142279.12,hsa:126374,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.2796,2.289050221260105
8158,WTIP,ENSG00000142279.12,hsa:126374,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.2796,2.289050221260105
8159,WTIP,ENSG00000142279.12,hsa:126374,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,3.2796,2.289050221260105
8160,ZNF302,ENSG00000089335.20,hsa:55900,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.6474,3.4033847631606773
8161,ZNF302,ENSG00000089335.20,hsa:55900,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,4.6474,3.4033847631606773
8162,ZNF181,ENSG00000197841.14,hsa:339318,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.4464,2.3927747208975463
8163,ZNF181,ENSG00000197841.14,hsa:339318,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,3.4464,2.3927747208975463
8164,ZNF599,ENSG00000153896.17,hsa:148103,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.971,1.926177453458239
8165,ZNF599,ENSG00000153896.17,hsa:148103,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.971,1.926177453458239
8166,ZNF30,ENSG00000168661.14,hsa:90075,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.4911,0.7410665039875824
8167,ZNF30,ENSG00000168661.14,hsa:90075,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,1.4911,0.7410665039875824
8168,ZNF792,ENSG00000180884.9,hsa:126375,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.7832,0.47630312955702014
8169,ZNF792,ENSG00000180884.9,hsa:126375,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,0.7832,0.47630312955702014
8170,SCN1B,ENSG00000105711.10,hsa:6324,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.9364,2.463681250629306
8171,SCN1B,ENSG00000105711.10,hsa:6324,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,4.9364,2.463681250629306
8172,HPN,ENSG00000105707.13,hsa:3249,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.8339,1.9679037113857998
8173,HPN,ENSG00000105707.13,hsa:3249,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-0.8339,1.9679037113857998
8174,HPN,ENSG00000105707.13,hsa:3249,1002,Genes and Proteins,Protein families: metabolism,Peptidases,-0.8339,1.9679037113857998
8175,FXYD3,ENSG00000089356.16,hsa:5349,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.688,4.7410053285095
8176,FXYD3,ENSG00000089356.16,hsa:5349,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,0.688,4.7410053285095
8177,FXYD1,ENSG00000266964.5,hsa:5348,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.7544,2.7288636552262604
8178,FXYD1,ENSG00000266964.5,hsa:5348,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.7544,2.7288636552262604
8179,FXYD1,ENSG00000266964.5,hsa:5348,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,4.7544,2.7288636552262604
8180,FXYD7,ENSG00000221946.7,hsa:53822,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.784,-1.5826238495434075
8181,FXYD7,ENSG00000221946.7,hsa:53822,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.784,-1.5826238495434075
8182,FXYD5,ENSG00000089327.14,hsa:53827,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.0479,6.698118991525713
8183,FXYD5,ENSG00000089327.14,hsa:53827,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,6.0479,6.698118991525713
8184,HAMP,ENSG00000105697.7,hsa:57817,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.4787,0.6073885092687623
8185,MAG,ENSG00000105695.14,hsa:4099,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.7464,-3.654474010076918
8186,MAG,ENSG00000105695.14,hsa:4099,4091,Genes and Proteins,Protein families: signaling and cellular processes,Lectins,3.7464,-3.654474010076918
8187,MAG,ENSG00000105695.14,hsa:4099,4515,Genes and Proteins,Protein families: signaling and cellular processes,Cell adhesion molecules,3.7464,-3.654474010076918
8188,CD22,ENSG00000012124.14,hsa:933,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.4967,0.7538558638977689
8189,CD22,ENSG00000012124.14,hsa:933,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,0.4967,0.7538558638977689
8190,CD22,ENSG00000012124.14,hsa:933,4091,Genes and Proteins,Protein families: signaling and cellular processes,Lectins,0.4967,0.7538558638977689
8191,FFAR3,ENSG00000185897.6,hsa:2865,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.3076,-4.089674582907081
8192,FFAR3,ENSG00000185897.6,hsa:2865,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-3.3076,-4.089674582907081
8193,GPR42,ENSG00000126251.6,hsa:2866,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-6.881466872023996
8194,GPR42,ENSG00000126251.6,hsa:2866,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-9.9658,-6.881466872023996
8195,FFAR2,ENSG00000126262.4,hsa:2867,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.0529,-1.7084458908015114
8196,FFAR2,ENSG00000126262.4,hsa:2867,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-2.0529,-1.7084458908015114
8197,ATP4A,ENSG00000105675.8,hsa:495,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.5735,-6.699305687986323
8198,ATP4A,ENSG00000105675.8,hsa:495,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-5.5735,-6.699305687986323
8199,ETV2,ENSG00000105672.14,hsa:2116,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.4659,0.6134599384574062
8200,ETV2,ENSG00000105672.14,hsa:2116,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-2.4659,0.6134599384574062
8201,UPK1A,ENSG00000105668.7,hsa:11045,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.2934,-3.557755003041242
8202,UPK1A,ENSG00000105668.7,hsa:11045,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-4.2934,-3.557755003041242
8203,ZBTB32,ENSG00000011590.13,hsa:27033,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.8262,-1.8630264804073127
8204,ZBTB32,ENSG00000011590.13,hsa:27033,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-2.8262,-1.8630264804073127
8205,HSPB6,ENSG00000004776.11,hsa:126393,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.3234,3.2579915010037555
8206,HSPB6,ENSG00000004776.11,hsa:126393,3110,Genes and Proteins,Protein families: genetic information processing,Chaperones and folding catalysts,5.3234,3.2579915010037555
8207,ARHGAP33,ENSG00000004777.18,hsa:115703,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.9996,2.1858756907343295
8208,ARHGAP33,ENSG00000004777.18,hsa:115703,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.9996,2.1858756907343295
8209,APLP1,ENSG00000105290.11,hsa:333,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.7747,2.5256376554942452
8210,NFKBID,ENSG00000167604.13,hsa:84807,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.4228,2.0784808211695065
8211,NFKBID,ENSG00000167604.13,hsa:84807,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,1.4228,2.0784808211695065
8212,NFKBID,ENSG00000167604.13,hsa:84807,3110,Genes and Proteins,Protein families: genetic information processing,Chaperones and folding catalysts,1.4228,2.0784808211695065
8213,HCST,ENSG00000126264.9,hsa:10870,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.1543,4.159149708373193
8214,TYROBP,ENSG00000011600.11,hsa:7305,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),8.1517,6.640040765559056
8215,CLIP3,ENSG00000105270.14,hsa:25999,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.4141,2.7262529980344334
8216,CLIP3,ENSG00000105270.14,hsa:25999,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,7.4141,2.7262529980344334
8217,WDR62,ENSG00000075702.16,hsa:284403,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.5316,0.8716680268476998
8218,WDR62,ENSG00000075702.16,hsa:284403,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,1.5316,0.8716680268476998
8219,OVOL3,ENSG00000105261.7,hsa:728361,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.6259,-5.988596584789967
8220,OVOL3,ENSG00000105261.7,hsa:728361,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-3.6259,-5.988596584789967
8221,COX7A1,ENSG00000161281.10,hsa:1346,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.1136,4.50037995660642
8222,ZFP14,ENSG00000142065.13,hsa:57677,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.7097,0.633203350634067
8223,ZFP14,ENSG00000142065.13,hsa:57677,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,1.7097,0.633203350634067
8224,ZFP82,ENSG00000181007.8,hsa:284406,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.2813,0.8604824484207154
8225,ZFP82,ENSG00000181007.8,hsa:284406,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.2813,0.8604824484207154
8226,ZNF529,ENSG00000186020.12,hsa:57711,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1294,1.9605810202868759
8227,ZNF529,ENSG00000186020.12,hsa:57711,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,3.1294,1.9605810202868759
8228,ZNF382,ENSG00000161298.16,hsa:84911,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.1117,-0.36089955649681676
8229,ZNF382,ENSG00000161298.16,hsa:84911,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,1.1117,-0.36089955649681676
8230,ZNF461,ENSG00000197808.11,hsa:92283,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.2753,1.2934056831537264
8231,ZNF461,ENSG00000197808.11,hsa:92283,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.2753,1.2934056831537264
8232,ZNF850,ENSG00000267041.5,hsa:342892,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.5332,-1.183623886053145
8233,ZNF850,ENSG00000267041.5,hsa:342892,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-0.5332,-1.183623886053145
8234,ZNF829,ENSG00000185869.13,hsa:374899,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.5069,-0.5714003562754592
8235,ZNF829,ENSG00000185869.13,hsa:374899,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,0.5069,-0.5714003562754592
8236,ZNF568,ENSG00000198453.12,hsa:374900,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.9205,1.2579883348199377
8237,ZNF568,ENSG00000198453.12,hsa:374900,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.9205,1.2579883348199377
8238,ZNF420,ENSG00000197050.10,hsa:147923,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1939,1.81553532767433
8239,ZNF420,ENSG00000197050.10,hsa:147923,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,3.1939,1.81553532767433
8240,ZNF585B,ENSG00000245680.9,hsa:92285,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.9243,1.7758445165533279
8241,ZNF585B,ENSG00000245680.9,hsa:92285,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.9243,1.7758445165533279
8242,ZNF569,ENSG00000196437.10,hsa:148266,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.9749,0.6343776666156671
8243,ZNF569,ENSG00000196437.10,hsa:148266,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,1.9749,0.6343776666156671
8244,ZNF570,ENSG00000171827.10,hsa:148268,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.167,0.5754215024585342
8245,ZNF570,ENSG00000171827.10,hsa:148268,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.167,0.5754215024585342
8246,ZNF793,ENSG00000188227.12,hsa:390927,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.1957,0.29594855026341294
8247,ZNF793,ENSG00000188227.12,hsa:390927,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.1957,0.29594855026341294
8248,ZNF540,ENSG00000171817.16,hsa:163255,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.0983,-0.19762464086441264
8249,ZNF540,ENSG00000171817.16,hsa:163255,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,1.0983,-0.19762464086441264
8250,ZFP30,ENSG00000120784.15,hsa:22835,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.7117,1.078270175147982
8251,ZFP30,ENSG00000120784.15,hsa:22835,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.7117,1.078270175147982
8252,ZNF607,ENSG00000198182.12,hsa:84775,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.8996,0.8997441396734124
8253,ZNF607,ENSG00000198182.12,hsa:84775,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,1.8996,0.8997441396734124
8254,SIPA1L3,ENSG00000105738.10,hsa:23094,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.7826,3.273824790812401
8255,DPF1,ENSG00000011332.19,hsa:8193,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.3786,-1.225785084602981
8256,PPP1R14A,ENSG00000167641.10,hsa:94274,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.958,3.0502221639290776
8257,PPP1R14A,ENSG00000167641.10,hsa:94274,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,3.958,3.0502221639290776
8258,KCNK6,ENSG00000099337.4,hsa:9424,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.7916,1.6699558971952935
8259,KCNK6,ENSG00000099337.4,hsa:9424,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,0.7916,1.6699558971952935
8260,CATSPERG,ENSG00000099338.22,hsa:57828,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.0573,0.7974313775726202
8261,CATSPERG,ENSG00000099338.22,hsa:57828,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,1.0573,0.7974313775726202
8262,SPRED3,ENSG00000188766.12,hsa:399473,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.4908,-0.6514465289325144
8263,SPRED3,ENSG00000188766.12,hsa:399473,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,2.4908,-0.6514465289325144
8264,RASGRP4,ENSG00000171777.15,hsa:115727,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.766,-0.466642677249625
8265,RYR1,ENSG00000196218.11,hsa:6261,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.6464,1.0519960468682763
8266,RYR1,ENSG00000196218.11,hsa:6261,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,2.6464,1.0519960468682763
8267,RYR1,ENSG00000196218.11,hsa:6261,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,2.6464,1.0519960468682763
8268,RYR1,ENSG00000196218.11,hsa:6261,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,2.6464,1.0519960468682763
8269,MAP4K1,ENSG00000104814.12,hsa:11184,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.043,2.042348136521782
8270,MAP4K1,ENSG00000104814.12,hsa:11184,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.043,2.042348136521782
